"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12"
219;"CASA CUNA SANTA ISABEL";"CASA DE MISERICORDIA, 8";"46014 VALENCIA";963790133;;;"L a V: 9.00 a 15.00 h y 17.00 a 20.00 h.";"Alojamiento y manutención para madres gestantes y/o con niños (a través de la Consellería).";"Previa cita.";"39.467903";"-0.410356"
219;"RESIDENCIA VILLA TERESITA";"CARNICEROS, 15";"46001 VALENCIA";963920853;;;;"Alojamiento y manutención. Pisos para madres con niños (a través de Consellería).";;"39.473812";"-0.382552"
219;"CENTRO SOCIAL VILLA TERESITA";"BALMES, 14 bajo";"46001 VALENCIA";963926284;;;"L a V: 10.00 a 13.00 h y 17.30 a 20.00 h.";"Apoyo laboral. Bolsa empleo. Servicio jurídico. Atención médica por las tardes. Formación.";;"39.473591";"-0.383173"
219;"CENTRO MUJER 24 HORAS";"GUILLEM DE CASTRO, 100";"46003 VALENCIA";900580888;;;"24 horas";"Atención integral a mujeres victimas de malos tratos.";;"39.477112";"-0.383673"
219;"SAM, SERVICIO DE ATENCIÓN A LA MUJER (Jefatura de Policía)";"GRAN VIA RAMON Y CAJAL, 40";"46007 VALENCIA";963539633;;;"24 horas";"Atención especializada a mujeres. Denuncias por situaciones de malos tratos o agresión sexual. Información, asesoramiento y derivación al Centro Mujer 24 horas. Formación y sensibilización con la Dirección General de la Mujer. Investigación de las formas de delito.";;"39.468559";"-0.383482"
219;"SERVICIOS SOCIALES PENITENCIARIOS";"AVDA. AUTOPISTA DEL SALER, CIUDAD DE LA JUSTICIA, 14";"46013 VALENCIA";963337228;;;"L a V: 9.00 a 14.00 h.";"Gestión de las penas en beneficio de la comunidad.";;"39.454697";"-0.354850"
219;"FUNDACION ADSIS";"RUBEN DE VELA, 47 bajo";"46004 VALENCIA";963418690;;;;"Programa Hedra para reclusos y exreclusos.";;"39.453659";"-0.372710"
219;"CASAL DE LA PAU";"EN LLOPIS, 4";"46003 VALENCIA";963915429;;;"24 horas";"Residencia para liberados condicionados por enfermedad crónica. Albergue y centro de día para liberados sin enfermedad. Pisos tutelados. Servicio de atención jurídica. Atención sanitaria. Apoyo para la búsqueda de empleo y vivienda.";"Derivados de los centros penitenciarios. Iniciativa propia. Servicios socio sanitarios.";"39.478054";"-0.373195"
219;"OBRA MERCEDARIA";"BOTANICO, 22";"46008 VALENCIA";963924902;;;"L a V: 9.00 a 13.00 h.";"Albergue y manutención. Asistencia jurídica.";"Vivienda tutelada: 24 horas.";"39.474926";"-0.385844"
219;"ASOCIACION AMBIT (Nazaret)";"ALTA DEL MAR, 80";"46024 VALENCIA";963679580;;;"Albergue L a V: 8.00 a 14.00 h. Vivienda Tutelada 24 horas.";"Albergue y manutención para presos de tercer grado, libertad definitiva, condicional. Piso tutelado para enfermos mentales presos.";;"39.448849";"-0.334042"
219;"PROYECTO MARE";"FRANCISCO FALCONS, 6";"46024 VALENCIA";963671814;;;;"Taller pre-laboral para mujeres (depende de la Fundación José Mª Haro-Intra).";;"39.447941";"-0.334282"
219;"PROYECTO PROMODONA";"HOSPITAL,11";"46500 SAGUNTO (VALENCIA)";699789818;;;;"Taller pre-laboral para mujeres(Depende de la Fundación José Mª Haro-Intra).";;"39.679520";"-0.279961"
219;"LA CASA GRANDE";"DOCTOR RODRIGUEZ DE LA FUENTE, 8";"46019 VALENCIA";963463374;;;"L a J: 9.00 a 14.00 h y 16.00 a 19.00 h. V: 9.00 a 15.00 h.";"Orientación y búsqueda de empleo (martes). Aula de acceso gratuito a internet. Clases de alfabetización, castellano y valenciano.";;"39.495941";"-0.377716"
219;"ASOCIACION VALENCIANA DE LA CARIDAD";"PASEO DE LA PECHINA, 9 bajo";"46008 VALENCIA";963911726;;;"L a V: 8.00 a 15.00 h y 16.00 a 21.00 h. ";"Albergue y comedor. Centro de día. Ropero gratuito para usuarios. Escuela infantil. Servicio duchas.";;"39.478477";"-0.386728"
219;"ARACOVA (Asociación de Refugiados y Asilados)";"MARIO ARISTOY, 6 bajo";"46018 VALENCIA";963925444;;;"L a J: 10.00 a 13.30 h.";"Servicio de ropero. Atención jurídica. Proyecto de familias. Campañas de prevención contra el racismo y la xenofobia.Recogida y reciclaje de ropa.";;"39.465034";"-0.400172"
219;"MISION URBANA";"ROGER DE FLOR, 15";"46001 VALENCIA";963924849;;;"Ma y V: 10.00 a 12.00 h.";"Servicio de ropero. Aseo personal. Peluquería. Orientación laboral. Desayunos.";;"39.471577";"-0.381060"
219;"AVACOS (Asociación Valenciana contra el sida)";"GABRIEL Y GALAN, 24";"46017 VALENCIA";963342027;;;"L a J: 10.00 a 14.00 h y 16.00 a 20.00 h. V: 10.00 a 14.00 h.";"Intervención para derivar a programas. Asesoría sociolaboral. Información, orientación y apoyo. Piso tutelado \""Alba\"".  ";"Perfil VHI, derivados desde cualquier entidad.";"39.453533";"-0.387225"
219;"COMITE CIUDADANO ANTISIDA";"CARNICEROS, 10-b";"46001 VALENCIA";963920153;;;;"Atención psicosocial. Orientación a niños, adolescentes, familias con VIH. Centros de día: El Faro, Calor y Café.";;"39.473888";"-0.382677"
219;"ALBERGUE SAN JUAN DE DIOS";"LUZ CASANOVA, 8";"46009 VALENCIA";963665070;;;;;"Derivados desde CAST.";"39.488144";"-0.373293"
219;"BENEJACAM (Cáritas Diocesana)";"SAGUNTO, 155-4";"46009 VALENCIA";963680936;;;;;"Derivación desde CAST.";"39.489166";"-0.375136"
219;"MAMBRE (Cáritas Diocesana)";"JUAN PIÑOL 9 ";"46019 VALENCIA";;;;;"Taller sociocupacional.";"Derivación desde CAST.";"39.496262";"-0.378418"
219;"HOGAR SAN MARTIN";"SAN ALFREDO, 22";"46900 TORRENTE (VALENCIA)";;;;;"Albergue para transeúntes.";"Derivación desde CAST.";"39.435566";"-0.480967"
219;"HOGAR SAN MARTIN";"SAN ALFREDO, 22";"46900 TORRENTE (VALENCIA)";;;;;"Albergue para transeúntes.";"Derivación desde CAST.";"39.435566";"-0.480967"
219;"Unidad de Prevencion Comunitaria en Conductas Adictivas";"Avda. Dr. Fleming, s/n";"Puerto de Sagunto";962655889;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.664165";"-0.229238"
219;"Atención Dependencia Puerto SMAD";"Avda. Dr. Fleming, s/n";"Puerto de Sagunto";962655889;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.664165";"-0.229238"
219;"Atención Dependencia Sagunto SMAD";"C/ Camí Reial, 65-67";"Sagunto";;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.679329";"-0.275197"
219;"AMICS (Atención inmigrantes)";"C/ Camí Reial, 65-67";"Sagunto";;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.679329";"-0.275197"
219;"AMICS (Atención inmigrantes)";"Avda. Dr. Fleming, s/n ";"Sagunto";962655889;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.664165";"-0.229238"
219;"Mayores y discapacitados";"Avda. Dr. Fleming, s/n";"Puerto de Sagunto";962655889;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.664165";"-0.229238"
219;"SEAFI";"Avda. Dr. Fleming, s/n";"Puerto de Sagunto";962655889;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.664165";"-0.229238"
219;"Medidas Judiciales, Medio abierto a Menores";"Avda. Dr. Fleming, s/n";"Puerto de Sagunto";962655889;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.664165";"-0.229238"
219;"Trabajos en beneficio de la Comunidad";"Avda. Dr. Fleming, s/n";"Puerto de Sagunto";962655889;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.664165";"-0.229238"
219;"Centro de Día Menores, Les Moreres";"C/ Periodista Azzati, 3";"Puerto de Sagunto";962674944;;"www.aytosagunto.es";"L a V: 8.00 a 15.00 h.";;;"39.665142";"-0.226962"
219;"Programa Voramar (Enfermos mentales)";"Avda. Mediterráneo, 38";"Puerto de Sagunto";962682339;;"www.aytosagunto.es";"L a V: 9.00 a 13.00 h.";;;"39.659481";"-0.213004"
219;"Centro Tiempo Libre Los Claveles";"C/ Los Claveles, 47";"Puerto de Sagunto";962677793;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.663818";"-0.213314"
219;"Centro Tiempo Libre San José";"C/ Sierra Espina, 17-19";"Sagunto";;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.671928";"-0.221628"
219;"CEAM";"Avda. 9 de Octubre, 48";"Puerto de Sagunto";;"servicios.sociales@aytosagunto.es";"www.aytosagunto.es";;;;"39.659527";"-0.222503"
219;"CEAM";"Plaza del Hospital,10";"Sagunto";;;;;;;"39.680244";"-0.280490"
219;"Residencia y Centro de Día Personas Mayores Dependientes";"Avda. de la Ribera, 4";"Sagunto";;;;;;;"39.669456";"-0.228146"
219;"Comedor Social";"C/ Conqueridor, 9";"Sagunto";;;;;;;"39.682079";"-0.282455"
219;"Centro de Día Atención a Conductas Adictivas";"C/ Numancia, 5";"Sagunto";962660366;;;;;;"39.681572";"-0.281587"
219;"Punto de Encuentro Familiar";"C/ Numancia, 5";"Sagunto";;;;;;;"39.681572";"-0.281587"
219;"Asociación de Personas Sordas de Sagunto";"C/ Numancia, 3";"Sagunto";;;;;;;"39.681427";"-0.281571"
219;"Residencia de Personas Mayores Nuestra Señora del Carmen";"C/ Emilio Llopis, 12";"Sagunto";;;;;;"Residencia privada.";"39.681004";"-0.283352"
219;"Residencia de Personas Mayores y Dependientes El Mar";"C/ Pintor Pinazo, 35";"Puerto de Sagunto";;;;;;"Privada.";"39.659866";"-0.215364"
219;"Centro Infodonna";"C/ Camí Reial, 67";"Sagunto";;;;;;;"39.679310";"-0.275026"
219;"Banco Solidario de Alimentos de Sagunto ";"C/ Talleres, 33";"Sagunto";;;;;;;"39.658024";"-0.229102"
219;"UDP Puerto de Sagunto ";"C/ Periodista Azzati, 7";"Puerto de Sagunto";;;;;;"Asociación de Mayores.";"39.665478";"-0.226654"
219;"UDP Baladre";"C/ Tirant lo Blanch, s/n";"Sagunto";;;;;;"Asociación de Mayores.";"39.670334";"-0.241610"
219;"UDP Sagunto";"C/ Camí Reial, 69";"Sagunto";;;;;;;"39.679283";"-0.274911"
219;"MORBITER";"Plaza Hospital, 7";"Sagunto";;;;;;;"39.680073";"-0.280510"
219;"ASVAT";"C/ General Canino, 20-b";"Sagunto";;;;;;;"39.681347";"-0.277013"
219;"CCOO";"C/ del Trabajo, 18";"Puerto de Sagunto";;;;;;;"39.658550";"-0.218744"
219;"Club de la Vida";"C/ Maestro Giner, 27";"Puerto de Sagunto";;;;;;;"39.659889";"-0.222112"
219;"Peña Amigos 3ª Edad";"C/ Palleter, 11 bajo";"Puerto de Sagunto";;;;;;;"39.662754";"-0.226064"
219;"MORVEDRE ACULL";"C/ San Jose, 11";"Puerto de Sagunto";;;;;;;"39.663052";"-0.225196"
219;"GRUPO ESPIGA";"C/ Los Huertos, 3-3º";"Sagunto";661160853;"grupo.espiga@hotmail.com";"www.campamentogrupoespiga.blogspot.com";;"Voluntariado.";;"39.681480";"-0.277393"
219;"UGT Sagunto";"Plaza Cronista Chabret, 13";"Sagunto";962651232;;;;;;"39.681580";"-0.278686"
219;"UGT Puerto de Sagunto";"Avda. Sindicalista Juan Torres Casado, 14";"Puerto de Sagunto";962672506;;;;;;"39.657021";"-0.218741"
219;"Centro Tiempo Libre Numancia";"C/ Numancia, 3-5";"Sagunto";;;;;;;"39.681435";"-0.281581"
219;"Centro Social Baladre";"C/ Tirant lo Blanch, s/n";"Sagunto";;;;;;"Generalitat.";"39.670322";"-0.241621"
219;"Centro Ocupacional San Cristobal";"C/ San Cristobal, s/n";"Sagunto";962650986;"info@centroocupacionalsancristobal.com";;;;"Subvención Consellería y Ayuntamiento ";"39.680996";"-0.283176"
219;"UCA (Centro de Salud II)";"C/ Sagasta, s/n";"Puerto de Sagunto";962617700;;;;;"Generalitat.";"39.659550";"-0.214364"
219;"Centro de Día Nuestros Hijos";"Prolongación calle García Lorca ";"Puerto de Sagunto";;;;;;"Generalitat sin relación municipal.";"39.670055";"-0.238358"
219;"Residencia Nuestros Hijos";"Prolongación calle García Lorca ";"Puerto de Sagunto";;;;;;"Generalitat sin relación municipal.";"39.670067";"-0.238358"
219;"Residencia Personas Mayores y CEEM Sar Monte Arse";"Carretera Sagunto-Puerto, s/n";"Sagunto";962650422;;;;;"Privada con plazas concertadas con Consellería.";"39.651150";"-0.245045"
219;"AVOCAM (Asociación de Voluntariado Camp de Morvedre)";"Camí Vell de Terol, s/n";"Sagunto";962660153;;;;"Colegio San Vicente Ferrer.";"Entidad Privada, subvención del Ayuntamiento en concurrencia competitiva.";"39.693504";"-0.299508"
219;"Centre de la Dona";"Plaza Rei Jaume I, baix";"Gandia";962959528;;;;;;"38.966347";"-0.181504"
219;"Bebe Espai";"Plaza Rei Jaume I, baix";"Gandia";962959528;;;;;;"38.966347";"-0.181493"
219;"Oficina Victimas del Delito";"Plaza Rei Jaume I, baix";"Gandia";962959528;;;;;;"38.966347";"-0.181493"
219;"UCA";"Calle Benisuai, 31";"Gandia";962829570;;;;;"Centro Salud Corea";"38.974827";"-0.178744"
219;"UCA Alcohologia";"Calle Benisuai, 22";"Gandia";962829575;;;;;"Centro Salud Corea.";"38.974789";"-0.178557"
219;"Proyecto Hombre";"Plaza Alqueria Nova, 5";"Gandia";962873410;"info@proyectohombrevalencia.org";;;;;"38.968491";"-0.191247"
219;"Centro de Atención Integral San Francisco de Borja";"Avenida del Grao, 66";"Gandia";610170082;;;;;;"38.973087";"-0.173940"
219;"L' Habitatge";"Calle Tossal, 4 bajo";"Gandia";962959527;;;;;"Servicio Municipal para el acceso a una vivienda.";"38.969131";"-0.178432"
219;"Departamento de Educación ";"C/ Tossal, 8 bajo";"Gandia";962959463;;;"L a V: 9.00 a 14.00 h.";;"Ayuntamiento.";"38.968628";"-0.177331"
219;"Cruz Roja";"C/ Magistrado Catalá, 48";"Gandia";962873861;;;;;;"38.971867";"-0.177325"
219;"Asociación Buñoleras sin Fronteras";"C/ Algepseria, 75";"Gandia";;;;;"Comedor Social.";;"38.961300";"-0.180908"
219;"ASPID, Asociación de la Safor de Prevención e Información de Drogodependencias.";"C/ San José de Calasanz, 7, 1ª";"Gandia";962873945;;;"L, Mi y V";;;"38.968792";"-0.181711"
219;"Asociación de Minusválidos Físicos. ";"C/ Jaume II, 12";"Gandia";962960863;;;;;;"38.975246";"-0.181026"
219;"Asociación Pro-Integración Laboral Minusválidos Psíquicos Monduver";"C/ Rótova, 50";"Gandia";962866459;;;;;;"38.961117";"-0.184260"
219;"ASAEM, Asociación de La Safor de Ayuda a los Enfermos Mentales. ";"C/ Santa Ana, 59";"Gandia";;;;;;"Centro Social José Giner.";"38.927563";"-0.220851"
219;"Asociación Pro-Minusválidos Psíquicos de La Safor";"C/ Pintor Sorolla, 18";"Gandia";962800482;;;;;"Apartado Correos nº70.";"38.967522";"-0.184961"
219;"Viviendas para los sin techo.";"C/ San José de Calasanz, 5, entresuelo B";"Gandia";962961003;;"www.sin-techo.es";;;;"38.968781";"-0.181834"
219;"Cooperación Internacional ONG.";"Avda. Navarro Reverter, 10";"Valencia";963518366;;"www.juventudsolidaria.org";;;;"39.471127";"-0.366941"
219;"Asociación de Familiares de Personas con Trastorno de Espectro Autista de la Safor";"C/ Sequia Assut, 7-1º-5";"Gandia";;;;;;;"38.959972";"-0.190397"
219;"COESAFRI, Consenso Estratégico para la Solidaridad con Africa";"C/ Duc Alfons el Vell, 5 bajo (Globalmon)";"Gandia";962950668;;;;;;"38.965462";"-0.180431"
219;"CAISE, Coordinadora de Asociaciones de Inmigrantes Subsaharianos en el Extranjero";"Plaza Parc de l´Estació, 26-6º-2";"Gandia";962966568;;;;;;"38.970840";"-0.179426"
219;"ANSAROUDINE, Asociación de Mujeres Inmigrantes Senegalesas";"C/ Abad Sola, 40";"Gandia";;;;;;;"38.969055";"-0.186279"
219;"Caritas Interparroquial Gandia";"C/ Duc Carles de Borja, 15";"Gandia";962873364;;;;;;"38.967693";"-0.181994"
219;"Cruz Roja Española, Asamblea Local de Gandia";"C/ Magistrat Catala, 48 bajo";"Gandia";962873861;;"www.cruzroja.es";;;;"38.971867";"-0.177325"
219;"Cruz Roja Española en Gandia";"C/ San Rafael, 14 ";"Gandia";962965517;;"www.cruzroja.es";;;;"38.966747";"-0.183837"
219;"QUSIBA (Quart sin barreras)";"C/ Vinatea, 3";"Quart de Poblet";663865691;"qusiba@ono.com";"www.qusiba.quartdepoblet.org";;"Asociación que trabaja para mejorar la calidad de vida de personas con alguna limitación.";;"39.484100";"-0.440161"
219;"CASA DE LA DONA";"Avda. Blasco Ibañez, 23";"Quart de Poblet";961536210;"dona@quartdepoblet.org";;"La V: de 11.00 a 14.00 h y L a J: de 17.00 a 20.00 h.";"Información sobre temas relacionados con la igualdad de oportunidades y con las actividades de la Casa de la Dona. Recursos existentes destinados a mujeres.Orientación psicológica. Asesoría jurídica. Atención integral a mujeres víctimas de violencia de género.";;"39.481853";"-0.449722"
219;"CENTRO OBERT";"C/ Adolfo Domínguez del Río y Tasso, s/n";"Quart de Poblet";;;;"L a J: de 16.30 a 20.30 h.";"Atención a menores que precisan de apoyo socioeducativo. Menores en educación primaria o entre 8 y 12 años.";"Los viernes de 9.00 a 14.00 h se dedican a la coordinación con el equipo del centro de día, colegios, familias y demás entidades locales.";"39.481865";"-0.447037"
219;"ARTIC (Asociación de Alcohólicos Rehabilitados de Torrente y Comarca.";"C/ Hospital, 6";"Torrente";961564658;"cdartic@yahoo.es";"www.artictorrent.org";;;;"39.436947";"-0.462653"
219;"SERVICIOS SOCIALES MUNICIPALES";"C/ Joanot Martorell, 40";"Quart de Poblet";961548008;"socials@quartdepoblet.org";;;"Ayudas de emergencia. Renta garantizada de ciudadanía. Prestaciones por acogimiento familiar. Ayuda a domicilio. Otras prestaciones y tramitaciones.";;"39.482327";"-0.444185"
219;"CENTRO DE EMPLEO Y DESARROLLO.";"C/ José Mª Coll, 8";"Quart de Poblet";961536210;"adl@quartdepoblet.org";;"L a V: de 10.00 a 14.00 h y Mi: de 16.00 a 18.00 h.  ";;;"39.479404";"-0.447551"
